index,date,federal_state_id,federal_state_name,professional_area_ID,professional_area,number_of_unemployed,number_of_job _seekers,reported_open_positions,reported_open_positions_moving_annual_total
15804,15/01/2019,,Brandenburg,81,Medizinische Gesundheitsberufe,983,"1,969","1,353","2,774"
15805,15/01/2019,,Brandenburg,811,Arzt- und Praxishilfe,311,651,249,883
15806,15/01/2019,,Brandenburg,8110,Medizinische Fachangestellte (o.S.),191,387,133,515
15807,15/01/2019,,Brandenburg,81102,Medizin. Fachangestellte (oS)-Fachkraft,189,381,131,513
15808,15/01/2019,,Brandenburg,8111,Zahnmedizinische Fachangestellte,79,173,89,299
15809,15/01/2019,,Brandenburg,81112,Zahnmedizin. Fachangestellte - Fachkraft,68,155,82,283
15810,15/01/2019,,Brandenburg,81113,Zahnmedizin.Fachangestellte - Spezialist,11,18,7,16
15811,15/01/2019,,Brandenburg,8112,Podologen/Podologinnen,4,19,15,22
15812,15/01/2019,,Brandenburg,81122,Podologen/Podologinnen - Fachkraft,4,19,15,22
15813,15/01/2019,,Brandenburg,8114,Tiermedizinische Fachangestellte,29,58,10,34
15814,15/01/2019,,Brandenburg,81142,Tiermedizin. Fachangestellte - Fachkraft,27,56,10,33
15815,15/01/2019,,Brandenburg,8118,Medizinische Fachangestellte (s.s.T.),8,14,* ,12
15816,15/01/2019,,Brandenburg,81182,Medizin. Fachangestellte (ssT)-Fachkraft,6,11,* ,11
15817,15/01/2019,,Brandenburg,812,Medizinisches Laboratorium,38,73,33,71
15818,15/01/2019,,Brandenburg,8121,Medizinisch-techn.Berufe im Laboratorium,25,37,18,27
15819,15/01/2019,,Brandenburg,81212,Med.-techn. Berufe Laborat. - Fachkraft,23,35,16,26
15820,15/01/2019,,Brandenburg,8123,Medizinisch-technische Berufe Radiologie,9,22,13,32
15821,15/01/2019,,Brandenburg,81232,Med.-tech.Berufe Radiologie - Fachkraft,8,18,11,30
15822,15/01/2019,,Brandenburg,813,"Gesundh.,Krankenpfl.,Rettungsd.Geburtsh.",216,425,451,822
15823,15/01/2019,,Brandenburg,8130,"Berufe Gesundheits-, Krankenpflege (o.S)",117,258,347,581
15824,15/01/2019,,Brandenburg,81302,"Gesundheits-,Krankenpflege(oS)-Fachkraft",117,258,347,581
15825,15/01/2019,,Brandenburg,8131,Berufe in der Fachkrankenpflege,3,6,11,14
15826,15/01/2019,,Brandenburg,81313,Fachkrankenpflege - Spezialist,3,6,11,14
15827,15/01/2019,,Brandenburg,8133,Berufe operations-/med.-techn. Assistenz,5,7,* ,* 
15828,15/01/2019,,Brandenburg,81332,Operationstechn. Assistenz - Fachkraft,5,7,* ,* 
15829,15/01/2019,,Brandenburg,8134,Berufe im Rettungsdienst,54,95,37,106
15830,15/01/2019,,Brandenburg,81342,Rettungsdienst - Fachkraft,53,94,37,106
15831,15/01/2019,,Brandenburg,8135,"Berufe Geburtshilfe, Entbindungspflege",12,22,3,6
15832,15/01/2019,,Brandenburg,81353,GeburtshilfeEntbindungspflege-Spezialist,12,22,3,6
15833,15/01/2019,,Brandenburg,8139,"Aufsicht,Führung-Krankenpfl.,Rettungsd.",24,36,52,113
15834,15/01/2019,,Brandenburg,81394,"Führung-Krankenpfl.,Rettungsd.,Geburtsh.",22,34,42,93
15835,15/01/2019,,Brandenburg,814,Human- und Zahnmedizin,107,204,91,134
15836,15/01/2019,,Brandenburg,8140,Ärzte/Ärztinnen (o. S.),57,117,34,60
15837,15/01/2019,,Brandenburg,81404,Ärzte/Ärztinnen (o.S.) - Experte,57,117,34,60
15838,15/01/2019,,Brandenburg,8141,Fachärzte i.d. Kinder- u. Jugendmedizin,4,6,5,11
15839,15/01/2019,,Brandenburg,81414,"Fachärzte Kinder-,Jugendmedizin -Experte",4,6,5,11
15840,15/01/2019,,Brandenburg,8142,Fachärzte/innen in der Inneren Medizin,6,11,8,10
15841,15/01/2019,,Brandenburg,81424,Fachärzte Innere Medizin - Experte,6,11,8,10
15842,15/01/2019,,Brandenburg,8143,Fachärzte/innen in der Chirurgie,9,12,4,4
15843,15/01/2019,,Brandenburg,81434,Fachärzte in der Chirurgie - Experte,9,12,4,4
15844,15/01/2019,,Brandenburg,8144,"Fachärzte Hautkr.,Sinnes-Geschlechtsorg.",10,15,10,10
15845,15/01/2019,,Brandenburg,81444,"Fachärzte Sinnes,Geschlechtsorg.-Experte",10,15,10,10
15846,15/01/2019,,Brandenburg,8147,"Zahnärzte/innen, Kieferorthopäden/innen",18,34,3,11
15847,15/01/2019,,Brandenburg,81474,"Zahnärzte, Kieferorthopäden - Experte",18,34,3,11
15848,15/01/2019,,Brandenburg,815,Tiermedizin und Tierheilkunde,22,39,8,35
15849,15/01/2019,,Brandenburg,8150,Tierärzte/-ärztinnen (o.S.),13,22,6,29
15850,15/01/2019,,Brandenburg,81504,Tierärzte/-ärztinnen (o.S.) - Experte,13,22,6,29
15851,15/01/2019,,Brandenburg,8153,Tierheilpraktiker/innen,3,5,* ,* 
15852,15/01/2019,,Brandenburg,81532,Tierheilpraktiker/innen - Fachkraft,3,5,* ,* 
15853,15/01/2019,,Brandenburg,816,"Psychologie, nichtärztl. Psychotherapie",57,100,27,93
15854,15/01/2019,,Brandenburg,8161,Berufe i.d. nicht klinischen Psychologie,8,12,* ,3
15855,15/01/2019,,Brandenburg,81614,Nicht klinische Psychologie - Experte,8,12,* ,3
15856,15/01/2019,,Brandenburg,8162,Berufe in der klinischen Psychologie,42,73,23,83
15857,15/01/2019,,Brandenburg,81624,Klinische Psychologie - Experte,40,70,22,82
15858,15/01/2019,,Brandenburg,8163,Berufe nicht ärztliche Psychotherapie,7,15,* ,7
15859,15/01/2019,,Brandenburg,81634,Nicht ärztliche Psychotherapie - Experte,7,15,* ,7
15860,15/01/2019,,Brandenburg,817,Nicht ärztliche Therapie und Heilkunde,158,354,405,611
15861,15/01/2019,,Brandenburg,8171,Berufe in der Physiotherapie,78,181,249,358
15862,15/01/2019,,Brandenburg,81712,Physiotherapie - Fachkraft,33,77,18,32
15863,15/01/2019,,Brandenburg,81713,Physiotherapie - Spezialist,45,104,231,326
15864,15/01/2019,,Brandenburg,8172,Berufe in der Ergotherapie,22,62,122,183
15865,15/01/2019,,Brandenburg,81723,Ergotherapie - Spezialist,22,62,122,183
15866,15/01/2019,,Brandenburg,8173,Berufe in der Sprachtherapie,9,14,23,35
15867,15/01/2019,,Brandenburg,81733,Sprachtherapie - Spezialist,8,13,23,35
15868,15/01/2019,,Brandenburg,8174,"Berufe in der Musik-, Kunsttherapie",6,15,- ,3
15869,15/01/2019,,Brandenburg,81743,Musik- und Kunsttherapie - Spezialist,6,15,- ,3
15870,15/01/2019,,Brandenburg,8175,Berufe in der Heilkunde und Homöopathie,29,52,* ,* 
15871,15/01/2019,,Brandenburg,81752,Heilkunde und Homöopathie - Fachkraft,29,52,* ,* 
15872,15/01/2019,,Brandenburg,8176,Berufe i.d. Diät- und Ernährungstherapie,4,7,4,13
15873,15/01/2019,,Brandenburg,81762,"Diät-, Ernährungstherapie - Fachkraft",3,6,4,13
15874,15/01/2019,,Brandenburg,8178,"Berufe nichtärztl. Therapie,Heilk.(ssT)",10,23,6,18
15875,15/01/2019,,Brandenburg,81782,"Nichtärzt.Therapie,Heilk.(ssT)-Fachkraft",4,10,* ,3
15876,15/01/2019,,Brandenburg,81783,"Nichtärzt.Therapie,Heilk(ssT)-Spezialist",6,13,4,15
15877,15/01/2019,,Brandenburg,818,Pharmazie,74,123,89,125
15878,15/01/2019,,Brandenburg,8180,"Apotheker, Pharmazeuten",19,35,40,56
15879,15/01/2019,,Brandenburg,81804,"Apotheker, Pharmazeuten - Experte",19,35,40,56
15880,15/01/2019,,Brandenburg,8182,Berufe pharmazeutisch-techn. Assistenz,13,28,48,67
15881,15/01/2019,,Brandenburg,81822,Pharmazeut.-techn. Assistenz - Fachkraft,13,28,48,67
15882,15/01/2019,,Brandenburg,8188,Berufe in der Pharmazie (s.s.T.),42,60,* ,* 
15883,15/01/2019,,Brandenburg,81883,Pharmazie (s.s.T.) - Spezialist,38,54,* ,* 
15884,15/01/2019,,Brandenburg,81884,Pharmazie (s.s.T.) - Experte,4,6,- ,* 
15885,15/01/2019,,Brandenburg,82,"Nichtmed.Gesundheit,Körperpfl.,Medizint.",679,"1,598",732,"1,398"
15886,15/01/2019,,Brandenburg,821,Altenpflege,101,231,449,740
15887,15/01/2019,,Brandenburg,8210,Berufe in der Altenpflege (o.S.),92,212,443,725
15888,15/01/2019,,Brandenburg,82102,Altenpflege (o.S.) - Fachkraft,92,212,443,725
15889,15/01/2019,,Brandenburg,8218,Berufe in der Altenpflege (s.s.T.),4,12,4,11
15890,15/01/2019,,Brandenburg,82182,Altenpflege (s.s.T.) - Fachkraft,4,11,* ,6
15891,15/01/2019,,Brandenburg,8219,Führung - Altenpflege,5,7,* ,4
15892,15/01/2019,,Brandenburg,82194,Führung - Altenpflege,5,7,* ,4
15893,15/01/2019,,Brandenburg,822,"Ernährungs-,Gesundheitsberatung,Wellness",79,129,14,35
15894,15/01/2019,,Brandenburg,8221,Berufe in der Gesundheitsberatung,35,60,5,20
15895,15/01/2019,,Brandenburg,82212,Gesundheitsberatung - Fachkraft,4,7,* ,3
15896,15/01/2019,,Brandenburg,82213,Gesundheitsberatung - Spezialist,21,33,* ,* 
15897,15/01/2019,,Brandenburg,82214,Gesundheitsberatung - Experte,10,20,3,15
15898,15/01/2019,,Brandenburg,8222,Wellnessberufe,9,19,3,3
15899,15/01/2019,,Brandenburg,82222,Wellness - Fachkraft,5,10,* ,* 
15900,15/01/2019,,Brandenburg,82223,Wellness - Spezialist,4,9,* ,* 
15901,15/01/2019,,Brandenburg,8223,Berufe in der Ernährungsberatung,14,23,- ,* 
15902,15/01/2019,,Brandenburg,82233,Ernährungsberatung - Spezialist,14,23,- ,* 
15903,15/01/2019,,Brandenburg,8224,Qualitätsbeauftragte im Gesundheitswesen,16,19,6,9
15904,15/01/2019,,Brandenburg,82243,Qualitätsbeauft.Gesundheitsw.-Spezialist,16,19,6,9
15905,15/01/2019,,Brandenburg,8228,"Ernährungs,Gesundheitsber.,Wellness(ssT)",5,8,- ,* 
15906,15/01/2019,,Brandenburg,82284,"Ernähr., Gesundheitsberat.(ssT)-Experte",5,8,- ,* 
15907,15/01/2019,,Brandenburg,823,Körperpflege,399,"1,057",174,403
15908,15/01/2019,,Brandenburg,8231,Berufe im Friseurgewerbe,170,531,121,255
15909,15/01/2019,,Brandenburg,82312,Friseurgewerbe - Fachkraft,170,531,121,255
15910,15/01/2019,,Brandenburg,8232,Berufe in der Kosmetik,183,417,42,112
15911,15/01/2019,,Brandenburg,82322,Kosmetik - Fachkraft,183,417,42,112
15912,15/01/2019,,Brandenburg,8233,Tätowierer/innen und Piercer/innen,22,47,- ,- 
15913,15/01/2019,,Brandenburg,82332,"Tätowierer, Piercer - Fachkraft",22,47,- ,- 
15914,15/01/2019,,Brandenburg,8234,Berufe in der Maskenbildnerei,15,22,- ,5
15915,15/01/2019,,Brandenburg,82342,Maskenbildnerei - Fachkraft,14,20,- ,5
15916,15/01/2019,,Brandenburg,8239,Aufsicht - Körperpflege,9,40,11,31
15917,15/01/2019,,Brandenburg,82393,Aufsicht - Körperpflege,9,40,11,31
15918,15/01/2019,,Brandenburg,824,Bestattungswesen,19,37,3,21
15919,15/01/2019,,Brandenburg,8240,Berufe im Bestattungswesen,19,36,3,21
15920,15/01/2019,,Brandenburg,82402,Bestattungswesen - Fachkraft,19,36,3,20
15921,15/01/2019,,Brandenburg,825,"Medizin-, Orthopädie- und Rehatechnik",81,144,92,199
15922,15/01/2019,,Brandenburg,8250,Medizintechnik (o.S.),13,26,* ,8
15923,15/01/2019,,Brandenburg,82502,Medizintechnik (o.S.) - Fachkraft,4,6,- ,3
15924,15/01/2019,,Brandenburg,82503,Medizintechnik (o.S.) - Spezialist,5,13,* ,4
15925,15/01/2019,,Brandenburg,82504,Medizintechnik (o.S.) - Experte,4,7,- ,* 
15926,15/01/2019,,Brandenburg,8251,"Berufe in der Orthopädie-, Rehatechnik",10,15,3,6
15927,15/01/2019,,Brandenburg,82512,"Orthopädie-, Rehatechnik - Fachkraft",6,8,* ,* 
15928,15/01/2019,,Brandenburg,82513,"Orthopädie-, Rehatechnik - Spezialist",4,6,* ,5
15929,15/01/2019,,Brandenburg,8252,Berufe in der Augenoptik,14,30,30,71
15930,15/01/2019,,Brandenburg,82522,Augenoptik - Fachkraft,14,29,30,71
15931,15/01/2019,,Brandenburg,8253,Berufe in der Hörgeräteakustik,6,9,10,17
15932,15/01/2019,,Brandenburg,82532,Hörgeräteakustik - Fachkraft,6,9,10,17
15933,15/01/2019,,Brandenburg,8254,Berufe in der Zahntechnik,28,48,21,58
15934,15/01/2019,,Brandenburg,82542,Zahntechnik - Fachkraft,28,48,21,58
15935,15/01/2019,,Brandenburg,8259,"Aufsicht,Führung-Med-Orthopäd,Rehatechn.",10,16,26,39
15936,15/01/2019,,Brandenburg,82593,"Aufsicht-Medizin-Orthopädie-,Rehatechnik",10,16,26,39
15937,15/01/2019,,Brandenburg,83,"Erziehung,soz.,hauswirt.Berufe,Theologie","3,032","5,310",903,"3,117"
15938,15/01/2019,,Brandenburg,831,"Erziehung,Sozialarb.,Heilerziehungspfl.","2,051","3,643",814,"2,768"
15939,15/01/2019,,Brandenburg,8311,"Berufe i.d. Kinderbetreuung, -erziehung",338,699,398,"1,325"
15940,15/01/2019,,Brandenburg,83112,"Kinderbetreuung, -erziehung - Fachkraft",338,699,398,"1,325"
15941,15/01/2019,,Brandenburg,8312,"Berufe i.d. Sozialarbeit,Sozialpädagogik",224,383,222,770
15942,15/01/2019,,Brandenburg,83123,"Sozialarbeit, Sozialpädagogik-Spezialist",86,136,3,9
15943,15/01/2019,,Brandenburg,83124,"Sozialarbeit, Sozialpädagogik - Experte",138,247,219,761
15944,15/01/2019,,Brandenburg,8313,"Berufe Heilerziehungspflege, Sonderpäd.",104,212,119,347
15945,15/01/2019,,Brandenburg,83132,"Heilerziehungspflege,Sonderpäd-Fachkraft",69,152,94,269
15946,15/01/2019,,Brandenburg,83133,"Heilerziehungspfl.,Sonderpäd.-Spezialist",11,22,7,23
15947,15/01/2019,,Brandenburg,83134,"Heilerziehungspflege,Sonderpäd.-Experte",24,38,18,55
15948,15/01/2019,,Brandenburg,8314,Berufe in der Haus- und Familienpflege,"1,367","2,322",70,306
15949,15/01/2019,,Brandenburg,83142,Haus- und Familienpflege - Fachkraft,"1,301","2,206",70,306
15950,15/01/2019,,Brandenburg,83143,Haus- und Familienpflege - Spezialist,66,116,- ,- 
15951,15/01/2019,,Brandenburg,8315,"Berufe Sozial-,Erziehungs-,Suchtberatung",6,8,- ,4
15952,15/01/2019,,Brandenburg,83154,"Sozial-,Erziehungs-, Suchtberat.-Experte",6,8,- ,4
15953,15/01/2019,,Brandenburg,8319,"Aufsicht,Führung-Erziehung,Sozialarbeit",12,19,5,16
15954,15/01/2019,,Brandenburg,83193,"Aufsicht-Erziehung,Sozialarbeit,Heilerz.",7,11,4,13
15955,15/01/2019,,Brandenburg,83194,"Führung-Erziehung,Sozialarbeit,Heilerz.",5,8,* ,3
15956,15/01/2019,,Brandenburg,832,Hauswirtschaft und Verbraucherberatung,966,"1,642",89,348
15957,15/01/2019,,Brandenburg,8321,Berufe in der Hauswirtschaft,958,"1,633",89,346
15958,15/01/2019,,Brandenburg,83212,Hauswirtschaft - Fachkraft,943,"1,611",89,343
15959,15/01/2019,,Brandenburg,83213,Hauswirtschaft - Spezialist,15,22,- ,3
15960,15/01/2019,,Brandenburg,8322,Berufe in der Verbraucherberatung,3,3,- ,- 
15961,15/01/2019,,Brandenburg,83223,Verbraucherberatung - Spezialist,3,3,- ,- 
15962,15/01/2019,,Brandenburg,8329,"Aufsicht-Hauswirtschaft,Verbraucherber.",5,6,- ,* 
15963,15/01/2019,,Brandenburg,83293,"Aufsicht-Hauswirtschaft,Verbraucherber.",5,6,- ,* 
15964,15/01/2019,,Brandenburg,833,Theologie und Gemeindearbeit,15,25,- ,* 
15965,15/01/2019,,Brandenburg,8331,Berufe in der Theologie,3,6,- ,- 
15966,15/01/2019,,Brandenburg,83314,Theologie - Experte,3,6,- ,- 
15967,15/01/2019,,Brandenburg,8332,Berufe in der Gemeindearbeit,10,16,- ,- 
15968,15/01/2019,,Brandenburg,83322,Gemeindearbeit - Fachkraft,9,15,- ,- 
15969,15/01/2019,,Brandenburg,84,Lehrende und ausbildende Berufe,669,"1,321",163,"1,124"
15970,15/01/2019,,Brandenburg,841,Lehrtätigkeit an allgemeinbild. Schulen,179,388,38,809
15971,15/01/2019,,Brandenburg,8411,Lehrkräfte in der Primarstufe,44,105,14,350
15972,15/01/2019,,Brandenburg,84114,Lehrkräfte in der Primarstufe - Experte,44,105,14,350
15973,15/01/2019,,Brandenburg,8412,Lehrkräfte in der Sekundarstufe,60,119,19,335
15974,15/01/2019,,Brandenburg,84124,Lehrkräfte in d. Sekundarstufe - Experte,60,119,19,335
15975,15/01/2019,,Brandenburg,8413,Lehrkräfte an Sonderschulen,31,62,5,111
15976,15/01/2019,,Brandenburg,84134,Lehrkräfte an Sonderschulen - Experte,31,62,5,111
15977,15/01/2019,,Brandenburg,8414,Berufe in der Lehrerausbildung,5,7,- ,- 
15978,15/01/2019,,Brandenburg,84144,Lehrerausbildung - Experte,5,7,- ,- 
15979,15/01/2019,,Brandenburg,8418,Lehrkräfte allgemeinbild. Schulen (ssT),38,94,- ,4
15980,15/01/2019,,Brandenburg,84183,Lehrkräfte allg. Schule (ssT)-Spezialist,38,93,- ,4
15981,15/01/2019,,Brandenburg,842,"Lehrt.berufsb.Fächer,betr.Ausb.,Betr.päd",106,189,32,142
15982,15/01/2019,,Brandenburg,8421,Lehrkräfte für berufsbildende Fächer,13,23,18,83
15983,15/01/2019,,Brandenburg,84213,Lehrkräfte berufsbild. Fächer-Spezialist,4,5,12,23
15984,15/01/2019,,Brandenburg,84214,Lehrkräfte berufsbildende Fächer-Experte,9,18,6,60
15985,15/01/2019,,Brandenburg,8422,"Berufe betriebl. Ausbildung, Berufspäd.",91,163,14,59
15986,15/01/2019,,Brandenburg,84223,"Betriebl.Ausbild., Berufspäd.-Spezialist",88,154,14,59
15987,15/01/2019,,Brandenburg,84224,"Betriebl. Ausbild., Berufspäd.-Experte",3,9,- ,- 
15988,15/01/2019,,Brandenburg,843,"Lehr-,Forschungstätigkeit an Hochschulen",71,134,21,36
15989,15/01/2019,,Brandenburg,8430,"Berufe i. d. Hochschullehre, -forschung",71,134,21,35
15990,15/01/2019,,Brandenburg,84304,Hochschullehre und -forschung - Experte,71,134,21,35
15991,15/01/2019,,Brandenburg,844,Lehrtätigk. außerschul.Bildungseinricht.,179,343,13,59
15992,15/01/2019,,Brandenburg,8440,Berufe in der Erwachsenenbildung (o.S.),89,163,4,26
15993,15/01/2019,,Brandenburg,84404,Erwachsenenbildung (o.S.) - Experte,89,163,4,26
15994,15/01/2019,,Brandenburg,8441,Berufe in der Musikpädagogik,38,78,5,18
15995,15/01/2019,,Brandenburg,84412,Musikpädagogik - Fachkraft,22,39,- ,3
15996,15/01/2019,,Brandenburg,84413,Musikpädagogik - Spezialist,3,3,- ,- 
15997,15/01/2019,,Brandenburg,84414,Musikpädagogik - Experte,13,36,5,15
15998,15/01/2019,,Brandenburg,8443,"Berufe in der Kunst-, Theaterpädagogik",7,19,- ,* 
15999,15/01/2019,,Brandenburg,84434,"Kunst-, Theaterpädagogik - Experte",7,19,- ,* 
16000,15/01/2019,,Brandenburg,8444,Berufe im IT-Anwendungstraining,6,9,- ,- 
16001,15/01/2019,,Brandenburg,84444,IT-Anwendungstraining - Experte,6,9,- ,- 
16002,15/01/2019,,Brandenburg,8445,(Fremd-)Sprachenlehrer/innen,32,57,* ,6
16003,15/01/2019,,Brandenburg,84454,(Fremd-)Sprachenlehrer/innen - Experte,32,57,* ,6
16004,15/01/2019,,Brandenburg,8448,Lehrkräfte außerschul.Bild.einrich.(ssT),6,13,* ,7
16005,15/01/2019,,Brandenburg,84484,Lehrkr. außerschul.Bild.(ssT)-Experte,6,12,* ,6
16006,15/01/2019,,Brandenburg,845,"Fahr-,Sportunterricht außerschul. Bild.",134,267,59,78
16007,15/01/2019,,Brandenburg,8450,Sportlehrer/innen (o.S.),22,47,3,9
16008,15/01/2019,,Brandenburg,84503,Sportlehrer/innen (o.S.) - Spezialist,19,38,* ,4
16009,15/01/2019,,Brandenburg,84504,Sportlehrer/innen (o.S.) - Experte,3,9,* ,5
16010,15/01/2019,,Brandenburg,8451,Fahrlehrer/innen,21,43,32,31
16011,15/01/2019,,Brandenburg,84513,Fahrlehrer/innen - Spezialist,21,43,32,31
16012,15/01/2019,,Brandenburg,8453,Tanzlehrer/innen,4,12,- ,- 
16013,15/01/2019,,Brandenburg,84533,Tanzlehrer/innen - Spezialist,4,12,- ,- 
16014,15/01/2019,,Brandenburg,8454,Trainer/innen - Ballsportarten,3,7,- ,- 
16015,15/01/2019,,Brandenburg,84543,Trainer - Ballsportarten - Spezialist,3,7,- ,- 
16016,15/01/2019,,Brandenburg,8455,Trainer/innen - Fitness und Gymnastik,67,118,19,32
16017,15/01/2019,,Brandenburg,84553,"Trainer - Fitness,Gymnastik - Spezialist",67,118,19,32
16018,15/01/2019,,Brandenburg,8458,Sportlehrer/innen (s.s.T.),16,39,3,3
16019,15/01/2019,,Brandenburg,84583,Sportlehrer/innen (s.s.T.) - Spezialist,16,39,3,3
16020,15/01/2019,,Brandenburg,91,Geistes-Gesellschafts-Wirtschaftswissen.,170,303,49,187
16021,15/01/2019,,Brandenburg,911,"Sprach-, Literaturwissenschaften",18,35,* ,5
16022,15/01/2019,,Brandenburg,9111,Berufe in der Germanistik,7,9,* ,* 
16023,15/01/2019,,Brandenburg,91114,Germanistik - Experte,7,9,* ,* 
16024,15/01/2019,,Brandenburg,9112,"Berufe in der Anglistik, Amerikanistik",3,6,- ,- 
16025,15/01/2019,,Brandenburg,91124,"Anglistik, Amerikanistik - Experte",3,6,- ,- 
16026,15/01/2019,,Brandenburg,912,Geisteswissenschaften,64,109,7,48
16027,15/01/2019,,Brandenburg,9121,"Berufe in Philosophie, Religion, Ethik",7,13,- ,- 
16028,15/01/2019,,Brandenburg,91214,"Philosophie, Religion, Ethik - Experte",7,13,- ,- 
16029,15/01/2019,,Brandenburg,9122,Berufe in Geschichtswissenschaften,15,25,* ,* 
16030,15/01/2019,,Brandenburg,91224,Geschichtswissenschaften - Experte,15,25,* ,* 
16031,15/01/2019,,Brandenburg,9123,Berufe in der Archäologie,19,32,- ,10
16032,15/01/2019,,Brandenburg,91233,Archäologie - Spezialist,6,8,- ,9
16033,15/01/2019,,Brandenburg,91234,Archäologie - Experte,13,24,- ,* 
16034,15/01/2019,,Brandenburg,9124,"Berufe in Medien-, Theaterwissenschaft",14,25,6,35
16035,15/01/2019,,Brandenburg,91244,"Medien-, Theaterwissenschaft - Experte",14,25,6,35
16036,15/01/2019,,Brandenburg,9125,Berufe in der Regionalwissenschaft,3,6,- ,- 
16037,15/01/2019,,Brandenburg,91254,Regionalwissenschaft - Experte,3,6,- ,- 
16038,15/01/2019,,Brandenburg,9126,"Berufe in der Anthropologie, Ethnologie",6,8,- ,* 
16039,15/01/2019,,Brandenburg,91264,"Anthropologie, Ethnologie - Experte",6,8,- ,* 
16040,15/01/2019,,Brandenburg,913,Gesellschaftswissenschaften,82,142,38,127
16041,15/01/2019,,Brandenburg,9131,Berufe in der Politologie,19,32,10,24
16042,15/01/2019,,Brandenburg,91314,Politologie - Experte,19,32,10,24
16043,15/01/2019,,Brandenburg,9132,Berufe in der Soziologie,19,30,17,40
16044,15/01/2019,,Brandenburg,91324,Soziologie - Experte,19,30,17,40
16045,15/01/2019,,Brandenburg,9133,Berufe in der Erziehungswissenschaft,24,49,9,55
16046,15/01/2019,,Brandenburg,91334,Erziehungswissenschaft - Experte,24,49,9,55
16047,15/01/2019,,Brandenburg,9134,"Berufe in der Markt-, Meinungsforschung",3,5,- ,- 
16048,15/01/2019,,Brandenburg,91344,"Markt-, Meinungsforschung - Experte",3,5,- ,- 
16049,15/01/2019,,Brandenburg,9138,Berufe Gesellschaftswissenschaften (ssT),17,26,* ,8
16050,15/01/2019,,Brandenburg,91384,Gesellschaftswissenschaften(ssT)-Experte,17,26,* ,8
16051,15/01/2019,,Brandenburg,914,Wirtschaftswissenschaften,6,17,* ,7
16052,15/01/2019,,Brandenburg,9140,Berufe in Wirtschaftswissenschaften (oS),5,14,* ,3
16053,15/01/2019,,Brandenburg,91404,Wirtschaftswissenschaften (oS) - Experte,5,14,* ,3
16054,15/01/2019,,Brandenburg,92,"Werbung,Marketing,kaufm,red.Medienberufe",719,"1,297",372,"1,038"
16055,15/01/2019,,Brandenburg,921,Werbung und Marketing,557,"1,034",348,965
16056,15/01/2019,,Brandenburg,9211,Berufe in Werbung und Marketing,103,180,31,141
16057,15/01/2019,,Brandenburg,92112,Werbung und Marketing - Fachkraft,32,62,8,39
16058,15/01/2019,,Brandenburg,92113,Werbung und Marketing - Spezialist,52,89,11,71
16059,15/01/2019,,Brandenburg,92114,Werbung und Marketing - Experte,19,29,12,31
16060,15/01/2019,,Brandenburg,9212,Berufe im Dialogmarketing,385,746,310,807
16061,15/01/2019,,Brandenburg,92122,Dialogmarketing - Fachkraft,377,731,309,800
16062,15/01/2019,,Brandenburg,92123,Dialogmarketing - Spezialist,8,15,* ,7
16063,15/01/2019,,Brandenburg,9213,Berufe im Kundenmanagement,50,76,7,16
16064,15/01/2019,,Brandenburg,92133,Kundenmanagement - Spezialist,50,76,7,16
16065,15/01/2019,,Brandenburg,9219,Führung - Werbung und Marketing,19,32,- ,* 
16066,15/01/2019,,Brandenburg,92194,Führung - Werbung und Marketing,19,32,- ,* 
16067,15/01/2019,,Brandenburg,922,Öffentlichkeitsarbeit,43,61,6,22
16068,15/01/2019,,Brandenburg,9220,Berufe in der Öffentlichkeitsarbeit,36,53,5,20
16069,15/01/2019,,Brandenburg,92203,Öffentlichkeitsarbeit - Spezialist,25,37,4,13
16070,15/01/2019,,Brandenburg,92204,Öffentlichkeitsarbeit - Experte,11,16,* ,7
16071,15/01/2019,,Brandenburg,9229,Führung - Öffentlichkeitsarbeit,7,8,* ,* 
16072,15/01/2019,,Brandenburg,92294,Führung - Öffentlichkeitsarbeit,7,8,* ,* 
16073,15/01/2019,,Brandenburg,923,Verlags- und Medienwirtschaft,26,48,9,28
16074,15/01/2019,,Brandenburg,9230,Verlags- und Medienkaufleute (o.S.),21,38,7,22
16075,15/01/2019,,Brandenburg,92302,"Verlags-,Medienkaufleute(oS) - Fachkraft",16,31,7,21
16076,15/01/2019,,Brandenburg,92304,"Verlags-, Medienkaufleute (oS) - Experte",3,4,- ,- 
16077,15/01/2019,,Brandenburg,9238,Verlags- und Medienkaufleute (s.s.T.),4,9,* ,6
16078,15/01/2019,,Brandenburg,92382,"Verlags-, Medienkaufleute(ssT)-Fachkraft",3,6,- ,- 
16079,15/01/2019,,Brandenburg,924,Redaktion und Journalismus,93,154,9,23
16080,15/01/2019,,Brandenburg,9241,"Redakteure/innen, Journalisten/innen",77,128,9,22
16081,15/01/2019,,Brandenburg,92412,"Redakteure, Journalisten - Fachkraft",5,8,- ,- 
16082,15/01/2019,,Brandenburg,92413,"Redakteure, Journalisten - Spezialist",49,77,4,11
16083,15/01/2019,,Brandenburg,92414,"Redakteure, Journalisten - Experte",23,43,5,11
16084,15/01/2019,,Brandenburg,9242,Lektoren/innen,5,6,- ,- 
16085,15/01/2019,,Brandenburg,92424,Lektoren/innen - Experte,5,6,- ,- 
16086,15/01/2019,,Brandenburg,9243,"Autoren/Autorinnen, Schriftsteller/innen",10,19,- ,* 
